iter	Logloss
888	0.4017260794
889	0.4017017667
890	0.4016659909
891	0.4016404463
892	0.4016065368
893	0.4015857896
894	0.4015599375
895	0.4015451687
896	0.4015092437
897	0.4014799525
898	0.4014527477
899	0.4014155032
900	0.401382352
901	0.401350096
902	0.401331414
903	0.4013116366
904	0.4012928359
905	0.4012698025
906	0.4012610044
907	0.4012374791
908	0.4012230798
909	0.4012070526
910	0.401173236
911	0.4011486488
912	0.4011289996
913	0.4010957054
914	0.4010845092
915	0.4010635435
916	0.4010394978
917	0.4010208999
918	0.4009999704
919	0.4009692012
920	0.4009486993
921	0.4009291481
922	0.4008964409
923	0.4008628082
924	0.4008356092
925	0.4008004111
926	0.4007769872
927	0.4007512234
928	0.4007343529
929	0.400724871
930	0.400707196
931	0.4006853331
932	0.4006569351
933	0.4006236233
934	0.4005918716
935	0.4005652513
936	0.4005517318
937	0.4005277498
938	0.4004949177
939	0.4004636624
940	0.4004464831
941	0.4004378992
94941	0.39755319943942	0.39753151944943	0.39751133945944	0.39748953946945	0.3974601947	946	0.3974333948	947	0.3974105949	948	0.3973811950	949	0.3973605951	950	0.3973421952	951	0.3973168953	952	0.3972928954	953	0.3972741955	954	0.3972677956	955	0.3972348957	956	0.3972122958	957	0.3971936959	958	0.3971744960	959	0.3971281961	960	0.397100962	0961	0.397080963	0962	0.397057964	0963	0.397034965	0964	0.397005966	0965	0.396984967	0966	0.396969968	0967	0.396947969	968	0.3969247970	969	0.3969046971	970	0.3968659972	971	0.3968503973	972	0.3968298974	973	0.3968076975	974	0.3967799976	975	0.396760977	0976	0.39674978	0.977	0.39672979	0.978	0.39670980	0.979	0.3966981	0.3980	0.3966982	0.981	0.39665983	0.982	0.39664984	0.983	0.39661985	0.984	0.39657986	0.985	0.39655987	0.986	0.39652988	0.987	0.39650989	0.988	0.39647990	0.989	0.39643991	0.990	0.39641992	0.991	0.39638993	0.3992560469
994	0.3992352466
995	0.3991991932
996	0.3991815957
997	0.3991684329
998	0.3991596254
999	0.3991515694
943
999	0.3961863151
